Open,High,Low,Close,Volume,WAP,Count,Minute,Tesla3,Tesla6,Tesla9,Decision,EXECUTE
0.007127,0.00713,0.007127,0.0071295,11,0.007129,7,35,-2.87E-05,-4.79E-05,-1.38E-05,NO,NO
0.007131,0.007131,0.0071295,0.0071295,6,0.00713,3,40,-2.70E-05,-2.83E-05,2.16E-06,NO,NO
0.00713,0.007133,0.00713,0.007133,6,0.0071316,5,45,-2.62E-05,-1.86E-05,4.19E-06,BUY,NO
0.0071355,0.007136,0.0071345,0.0071345,13,0.00713505,4,50,-2.01E-05,-6.00E-07,1.48E-05,BUY,NO
0.0071345,0.0071345,0.0071345,0.0071345,0,0.0071345,0,55,-1.47E-05,9.21E-06,1.21E-05,BUY,NO
0.0071355,0.0071355,0.0071355,0.0071355,2,0.0071355,1,0,-8.15E-06,1.34E-05,7.97E-06,NO,NO
0.007131,0.007131,0.007131,0.007131,5,0.007131,2,5,-5.42E-06,1.06E-05,-3.29E-06,NO,NO
0.00713,0.00713,0.007127,0.007127,29,0.00712905,10,10,-3.96E-06,2.52E-06,-1.26E-05,NO,NO
0.0071275,0.0071275,0.0071275,0.0071275,2,0.0071275,1,15,-3.20E-06,-7.53E-06,-1.53E-05,SELL,NO
0.007127,0.007127,0.007124,0.007126,45,0.0071244,10,20,-2.58E-06,-1.33E-05,-1.26E-05,NO,NO
0.0071285,0.0071285,0.0071285,0.0071285,1,0.0071285,1,25,-2.87E-06,-1.85E-05,-5.54E-06,NO,NO
0.007124,0.007124,0.0071235,0.0071235,2,0.00712375,2,30,-3.84E-06,-1.86E-05,-4.01E-06,NO,NO
0.0071225,0.0071225,0.007121,0.0071215,9,0.00712185,6,35,-9.95E-06,-2.25E-05,-1.05E-05,NO,NO
0.007122,0.007122,0.0071185,0.007119,21,0.00711965,7,40,-1.30E-05,-2.12E-05,-9.72E-06,NO,NO
0.007122,0.0071225,0.007122,0.0071225,2,0.00712225,2,45,-1.60E-05,-1.72E-05,-9.41E-06,NO,NO
0.0071225,0.0071225,0.0071225,0.0071225,2,0.0071225,2,50,-1.40E-05,-1.20E-05,1.80E-06,BUY,NO
0.0071285,0.0071285,0.007127,0.007127,3,0.0071275,3,55,-8.42E-06,-1.29E-06,1.42E-05,BUY,NO
0.007127,0.007127,0.007127,0.007127,0,0.007127,0,0,-4.22E-06,6.30E-06,1.54E-05,BUY,NO
0.007127,0.007127,0.007127,0.007127,0,0.007127,0,5,-1.19E-06,8.55E-06,7.88E-06,NO,NO
0.007127,0.007127,0.007127,0.007127,0,0.007127,0,10,-4.35E-07,1.23E-05,3.60E-06,NO,NO
0.0071255,0.0071255,0.0071255,0.0071255,1,0.0071255,1,15,2.55E-07,1.13E-05,-3.15E-06,NO,NO
0.0071215,0.0071215,0.0071215,0.0071215,1,0.0071215,1,20,-1.35E-06,1.26E-06,-1.13E-05,NO,NO
0.007123,0.007126,0.007123,0.007126,3,0.007124,3,25,-1.43E-06,-6.15E-06,-1.08E-05,SELL,NO
0.007125,0.007125,0.007125,0.007125,1,0.007125,1,30,3.15E-06,-3.60E-06,2.34E-18,NO,NO
0.007123,0.007124,0.007123,0.007123,3,0.00712335,3,35,2.93E-06,-7.50E-06,0,NO,NO
0.007125,0.007125,0.007125,0.007125,1,0.007125,1,40,1.44E-06,-5.88E-06,2.57E-06,NO,NO
0.007125,0.007125,0.007125,0.007125,1,0.007125,1,45,2.25E-07,-6.00E-07,2.39E-06,NO,NO
0.00713,0.0071325,0.0071295,0.0071295,40,0.0071316,10,50,1.80E-06,7.20E-06,1.05E-05,BUY,NO
0.0071295,0.0071295,0.0071295,0.0071295,0,0.0071295,0,55,4.11E-06,1.57E-05,1.55E-05,NO,NO
0.007128,0.007128,0.007128,0.007128,1,0.007128,1,0,2.55E-06,1.27E-05,3.51E-06,NO,NO
0.007128,0.007128,0.007128,0.007128,1,0.007128,1,5,3.30E-06,8.79E-06,-1.89E-06,NO,NO
0.007128,0.007128,0.007128,0.007128,0,0.007128,0,10,4.20E-06,8.19E-06,-4.59E-06,NO,NO
0.0071305,0.0071305,0.0071305,0.0071305,1,0.0071305,1,15,6.30E-06,7.23E-06,3.15E-06,NO,NO
0.0071295,0.0071295,0.0071295,0.0071295,1,0.0071295,1,20,7.85E-06,5.34E-06,4.95E-06,SELL,NO
0.0071275,0.0071275,0.0071275,0.0071275,3,0.0071275,1,25,5.00E-06,-6.00E-08,-1.80E-06,SELL,NO
0.0071245,0.0071245,0.007122,0.007122,2,0.00712325,2,30,1.70E-06,-7.86E-06,-1.04E-05,SELL,NO
0.007121,0.0071255,0.007121,0.0071255,12,0.0071221,6,35,-4.94E-06,-1.50E-05,-2.00E-05,SELL,NO
0.0071255,0.0071255,0.0071255,0.0071255,1,0.0071255,1,40,-4.77E-06,-1.16E-05,-6.44E-06,NO,NO
0.0071255,0.0071255,0.0071255,0.0071255,0,0.0071255,0,45,-3.63E-06,-8.40E-06,3.29E-06,NO,NO
0.007123,0.007123,0.007123,0.007123,10,0.007123,2,50,-6.03E-06,-1.11E-05,5.85E-07,NO,NO
0.0071235,0.0071235,0.0071235,0.0071235,1,0.0071235,1,55,-6.15E-06,-1.07E-05,-2.79E-06,NO,NO
0.007124,0.0071265,0.007124,0.0071255,152,0.0071249,19,0,-5.85E-06,-4.41E-06,-2.25E-06,BUY,NO
0.007125,0.007125,0.0071225,0.0071225,156,0.00712385,17,5,-4.86E-06,8.70E-07,2.61E-06,BUY,NO
0.0071225,0.0071225,0.0071225,0.0071225,0,0.0071225,0,10,-6.84E-06,-2.19E-06,-2.30E-06,NO,NO
0.0071225,0.0071225,0.007116,0.007118,44,0.0071173,13,15,-6.23E-06,-3.66E-06,-4.28E-06,NO,NO
0.007118,0.007118,0.0071145,0.0071145,5,0.0071165,4,20,-9.53E-06,-1.61E-05,-1.62E-05,SELL,NO
0.007114,0.007114,0.0071095,0.007113,32,0.00711135,11,25,-1.12E-05,-2.15E-05,-1.72E-05,NO,NO
0.007112,0.007112,0.007107,0.007107,28,0.0071094,8,30,-1.49E-05,-2.91E-05,-1.89E-05,NO,NO
0.0071095,0.0071095,0.007108,0.007108,19,0.00710895,6,35,-1.75E-05,-3.42E-05,-1.51E-05,NO,NO
0.007112,0.0071135,0.007111,0.007111,7,0.00711245,5,40,-1.67E-05,-2.80E-05,-3.87E-06,NO,NO
0.0071105,0.0071105,0.0071105,0.0071105,1,0.0071105,1,45,-1.53E-05,-2.06E-05,3.38E-06,NO,NO
0.0071115,0.007113,0.007111,0.007113,4,0.0071116,3,50,-1.54E-05,-1.42E-05,2.43E-06,BUY,NO
0.0071145,0.0071165,0.0071145,0.0071165,10,0.00711525,7,55,-1.28E-05,-1.41E-06,7.83E-06,BUY,NO
0.007117,0.007117,0.0071125,0.0071135,12,0.00711475,8,0,-7.22E-06,1.10E-05,1.32E-05,BUY,NO
0.007117,0.007117,0.007117,0.007117,3,0.007117,1,5,-5.00E-06,1.28E-05,1.03E-05,NO,NO
0.007118,0.007118,0.0071155,0.0071155,3,0.00711715,2,10,7.05E-07,1.72E-05,1.03E-05,NO,NO
0.0071135,0.007114,0.007113,0.007113,3,0.0071135,3,15,2.03E-06,1.07E-05,-2.57E-06,NO,NO
0.007114,0.007114,0.00711,0.00711,5,0.0071112,3,20,2.64E-06,3.12E-06,-6.66E-06,NO,NO
0.0071095,0.00711,0.007108,0.007108,17,0.0071086,6,25,-2.25E-07,-6.42E-06,-1.57E-05,SELL,NO
0.007107,0.007107,0.007102,0.007102,57,0.0071044,29,30,-3.03E-06,-1.64E-05,-1.73E-05,SELL,NO
0.007105,0.007105,0.007104,0.0071045,5,0.0071047,5,35,-7.41E-06,-2.72E-05,-1.70E-05,NO,NO
0.0071015,0.0071015,0.0070995,0.0070995,20,0.0071001,7,40,-1.12E-05,-3.00E-05,-1.49E-05,NO,NO
0.0071015,0.007102,0.0070975,0.0071,12,0.00709975,6,45,-0.00001467,-0.00003339,-0.00001314,NO,NO
0.0070995,0.0070995,0.007094,0.007094,32,0.0070952,8,50,-1.80E-05,-3.12E-05,-9.41E-06,NO,NO
0.0070945,0.0070945,0.007092,0.007092,9,0.0070934,6,55,-2.54E-05,-3.50E-05,-1.83E-05,NO,NO
0.007094,0.007094,0.0070895,0.007091,67,0.0070908,26,0,-2.63E-05,-3.25E-05,-1.23E-05,NO,NO
0.007091,0.007091,0.007085,0.0070865,60,0.00708755,33,5,-2.86E-05,-3.25E-05,-1.40E-05,NO,NO
0.0070855,0.007091,0.0070855,0.007091,74,0.0070866,22,10,-3.13E-05,-3.77E-05,-1.88E-05,NO,NO
0.007093,0.007094,0.0070925,0.0070925,24,0.007093,16,15,-2.36E-05,-2.43E-05,7.65E-07,NO,NO
0.0070915,0.0070915,0.0070875,0.0070905,17,0.0070896,10,20,-1.80E-05,-1.17E-05,9.95E-06,BUY,NO
0.0070925,0.007093,0.007088,0.0070885,35,0.00709,18,25,-1.61E-05,-8.97E-06,6.71E-06,BUY,NO
0.0070875,0.007088,0.0070845,0.007088,33,0.0070866,21,30,-1.62E-05,-7.17E-06,-3.78E-06,BUY,NO
0.0070875,0.0070885,0.007085,0.007088,35,0.00708585,19,35,-0.000015465,-6.09E-06,-9.90E-06,NO,NO
0.0070885,0.0070885,0.007086,0.007087,54,0.0070876,19,40,-1.19E-05,-5.55E-06,-3.02E-06,BUY,NO
0.007089,0.007095,0.007089,0.0070905,154,0.00709245,44,45,-7.79E-06,-2.13E-06,2.84E-06,BUY,NO
0.0070905,0.007092,0.00709,0.007092,27,0.0070911,19,50,-3.15E-07,4.02E-06,1.21E-05,BUY,NO
0.007092,0.007092,0.0070815,0.0070815,55,0.00708725,18,55,2.36E-06,4.20E-06,8.28E-06,BUY,NO
0.0070825,0.0070825,0.0070655,0.007072,147,0.00707215,81,0,-5.54E-06,-7.53E-06,-1.70E-05,SELL,EXECUTE
0.007074,0.007076,0.007074,0.007076,5,0.0070752,3,5,-1.93E-05,-3.47E-05,-4.56E-05,SELL,NO
0.007076,0.007076,0.007071,0.007075,102,0.0070725,54,10,-1.70E-05,-3.01E-05,-2.10E-05,NO,NO
0.0070745,0.0070765,0.0070705,0.0070755,18,0.00707455,12,15,-1.96E-05,-3.78E-05,-1.18E-05,NO,NO
0.0070755,0.0070765,0.0070755,0.0070765,13,0.00707605,12,20,-1.56E-05,-3.50E-05,5.13E-06,NO,NO
0.0070765,0.0070835,0.0070765,0.0070835,153,0.00707895,47,25,-1.35E-05,-2.27E-05,6.12E-06,NO,NO
0.007082,0.007083,0.0070785,0.0070795,119,0.00707965,33,30,-9.18E-06,-2.28E-06,1.79E-05,BUY,NO
0.007079,0.0070795,0.0070735,0.0070745,88,0.0070765,38,35,-1.19E-05,6.12E-06,7.29E-06,BUY,NO
0.0070755,0.007079,0.0070755,0.0070785,63,0.00707835,36,40,-1.63E-05,5.76E-06,-6.44E-06,NO,NO
0.007079,0.0070795,0.007075,0.007077,17,0.0070777,12,45,-8.48E-06,9.84E-06,1.13E-06,NO,NO
0.007079,0.007079,0.0070765,0.0070775,8,0.00707785,8,50,-3.69E-06,6.81E-06,1.08E-06,NO,NO
0.0070775,0.007078,0.0070755,0.0070765,17,0.00707665,12,55,1.08E-06,9.00E-07,2.70E-07,SELL,NO
0.0070765,0.007083,0.0070765,0.007083,4,0.0070786,4,0,3.57E-06,-2.91E-06,-3.83E-06,SELL,NO
0.007083,0.007083,0.0070825,0.0070825,10,0.00708295,3,5,7.47E-06,5.85E-06,1.12E-05,NO,NO
0.0070825,0.0070825,0.0070825,0.0070825,0,0.0070825,0,10,8.66E-06,1.12E-05,1.34E-05,BUY,NO
0.0070785,0.0070785,0.007075,0.007075,3,0.00707735,2,15,3.84E-06,6.96E-06,1.17E-06,NO,NO
0.007074,0.007074,0.0070715,0.0070715,8,0.0070718,2,20,-2.54E-06,-4.71E-06,-0.00001683,SELL,NO
0.00707,0.00707,0.007064,0.007068,43,0.0070664,23,25,-8.96E-06,-1.63E-05,-2.79E-05,SELL,NO
0.007067,0.0070675,0.0070655,0.0070675,13,0.00706625,11,30,-1.36E-05,-2.96E-05,-2.81E-05,NO,NO
0.0070675,0.0070675,0.007065,0.0070665,11,0.00706575,8,35,-1.29E-05,-3.19E-05,-1.29E-05,NO,NO
0.0070665,0.007068,0.0070665,0.007068,31,0.00706765,9,40,-1.38E-05,-3.41E-05,-5.13E-06,NO,NO
0.007069,0.007069,0.007067,0.0070675,20,0.0070679,11,45,-1.13E-05,-2.48E-05,6.53E-06,NO,NO
0.007066,0.007067,0.007066,0.007067,36,0.0070662,12,50,-1.45E-05,-1.82E-05,2.25E-07,NO,NO
0.0070655,0.0070655,0.0070645,0.007065,27,0.0070648,13,55,-1.72E-05,-1.10E-05,-3.69E-06,BUY,NO
0.007065,0.007065,0.007064,0.007065,16,0.00706445,10,0,-1.85E-05,-6.36E-06,-6.26E-06,BUY,NO
0.007065,0.007065,0.0070645,0.0070645,5,0.0070647,4,5,-1.67E-05,-4.29E-06,-4.01E-06,BUY,NO
0.0070665,0.0070695,0.0070665,0.0070695,9,0.0070683,8,10,-1.07E-05,-3.09E-06,2.03E-06,BUY,NO
0.007069,0.007069,0.0070665,0.0070665,15,0.0070677,5,15,-2.16E-06,4.26E-06,1.11E-05,BUY,NO
0.0070685,0.0070685,0.007068,0.007068,12,0.00706805,2,20,6.60E-07,3.51E-06,6.53E-06,BUY,NO
0.007066,0.007066,0.007065,0.007065,5,0.0070656,2,25,6.15E-07,2.85E-06,-5.85E-07,NO,NO
0.007067,0.007067,0.007064,0.007065,26,0.0070653,10,30,-7.05E-07,3.03E-06,-4.01E-06,NO,NO
0.007064,0.007065,0.007059,0.0070595,97,0.00706235,39,35,-2.67E-06,-2.19E-06,-7.25E-06,NO,NO
0.007061,0.0070665,0.007061,0.0070665,18,0.0070627,8,40,-5.96E-06,-1.11E-05,-1.31E-05,SELL,NO
0.007067,0.007067,0.0070655,0.0070655,19,0.00706615,12,45,-1.19E-06,-5.61E-06,3.11E-06,NO,NO
0.007065,0.0070655,0.007065,0.0070655,9,0.0070652,6,50,6.45E-07,-4.41E-06,5.22E-06,NO,NO
0.0070645,0.007066,0.007064,0.0070655,35,0.007065,15,55,-8.55E-07,-4.35E-06,2.70E-06,NO,NO
0.0070655,0.007067,0.0070655,0.007067,7,0.00706605,4,0,-1.25E-06,-1.80E-07,1.76E-06,BUY,NO
0.007067,0.007067,0.007067,0.007067,0,0.007067,0,5,-7.95E-07,6.09E-06,3.33E-06,NO,NO
0.007066,0.007066,0.007066,0.007066,4,0.007066,4,10,-0.000001095,5.70E-06,2.48E-06,NO,NO
0.007067,0.007069,0.007067,0.007069,7,0.0070675,4,15,-1.95E-07,5.76E-06,1.76E-06,NO,NO
0.0070685,0.0070695,0.0070685,0.0070695,6,0.0070691,3,20,3.21E-06,7.77E-06,4.91E-06,NO,NO
0.007071,0.007071,0.007069,0.007069,3,0.00706985,3,25,7.28E-06,1.07E-05,9.54E-06,NO,NO
0.0070685,0.0070695,0.0070685,0.0070695,9,0.0070687,6,30,6.06E-06,8.07E-06,3.83E-06,NO,NO
0.007069,0.007069,0.0070665,0.0070665,11,0.00706805,8,35,5.70E-06,6.81E-06,2.25E-07,NO,NO
0.0070665,0.0070665,0.0070655,0.0070655,7,0.0070658,7,40,3.02E-06,1.53E-06,-5.94E-06,SELL,NO
0.0070655,0.0070665,0.0070655,0.0070665,9,0.00706605,7,45,6.00E-08,-4.20E-06,-8.82E-06,SELL,NO
0.007066,0.0070665,0.0070655,0.0070665,22,0.0070663,15,50,2.55E-07,-5.01E-06,-4.05E-06,NO,NO
